ATAC name,RNA name
chr4:142447098-142447249,INPP4B
chr4:142447098-142447249,chr4:142447098-142447249
chr5:59798978-59800514,PDE4D
chr5:59798978-59800514,chr5:59798978-59800514
chr14:63863775-63865772,SYNE2
chr14:63863775-63865772,chr14:63863775-63865772
chr2:151927905-151928794,CACNB4
chr2:151927905-151928794,chr2:151927905-151928794
chr6:119206311-119206421,MAN1A1
chr6:119206311-119206421,chr6:119206311-119206421
chr12:63843344-63845200,SRGAP1
chr12:63843344-63845200,chr12:63843344-63845200
chr6:10603076-10603795,GCNT2
chr6:10603076-10603795,chr6:10603076-10603795
chr5:134447828-134448180,AC005355.1
chr5:134447828-134448180,chr5:134447828-134448180
chr3:69306174-69307041,FRMD4B
chr3:69306174-69307041,chr3:69306174-69307041
chr16:10926124-10926511,CIITA
chr16:10926124-10926511,chr16:10926124-10926511
chr6:26103299-26105218,HIST1H4C
chr6:26103299-26105218,chr6:26103299-26105218
chr10:6973874-6974365,AL392086.3
chr10:6973874-6974365,chr10:6973874-6974365
chr9:78029491-78033626,GNAQ
chr9:78029491-78033626,chr9:78029491-78033626
chr5:157569745-157572254,ADAM19
chr5:157569745-157572254,chr5:157569745-157572254
chr9:120707186-120707256,MEGF9
chr9:120707186-120707256,chr9:120707186-120707256
chr5:142925713-142926321,ARHGAP26
chr5:142925713-142926321,chr5:142925713-142926321
chr3:12353590-12355048,PPARG
chr3:12353590-12355048,chr3:12353590-12355048
chr12:94178896-94179280,PLXNC1
chr12:94178896-94179280,chr12:94178896-94179280
chr10:32948301-32948888,ITGB1
chr10:32948301-32948888,chr10:32948301-32948888
chr13:76950071-76950560,ACOD1
chr13:76950071-76950560,chr13:76950071-76950560
chr5:127014567-127014948,MARCH3
chr5:127014567-127014948,chr5:127014567-127014948
chr5:131902295-131902704,MEIKIN
chr5:131902295-131902704,chr5:131902295-131902704
chr1:212565754-212567749,ATF3
chr1:212565754-212567749,chr1:212565754-212567749
chr3:37907901-37908226,CTDSPL
chr3:37907901-37908226,chr3:37907901-37908226
chr1:247426076-247427470,NLRP3
chr1:247426076-247427470,chr1:247426076-247427470
chr4:1166527-1174157,SPON2
chr4:1166527-1174157,chr4:1166527-1174157
chr4:89024000-89024492,FAM13A
chr4:89024000-89024492,chr4:89024000-89024492
chr8:66607265-66608498,MYBL1
chr8:66607265-66608498,chr8:66607265-66608498
NKAIN2,chr6:123802575-123802946
NKAIN2,chr6:124434530-124434810
NKAIN2,chr6:124443558-124443881
NKAIN2,chr6:124539155-124539404
NKAIN2,chr6:124819101-124819916
NKAIN2,NKAIN2
chr2:215791613-215792009,LINC00607
chr2:215791613-215792009,chr2:215791613-215792009
chr5:142716869-142717980,LINC01844
chr5:142716869-142717980,chr5:142716869-142717980
chr5:88761178-88762268,MEF2C
chr5:88761178-88762268,chr5:88761178-88762268
IGLV6-57,chr22:22195281-22196545
IGLV6-57,IGLV6-57
chr14:92426163-92426533,SLC24A4
chr14:92426163-92426533,chr14:92426163-92426533
chr12:10291075-10291175,KLRD1
chr12:10291075-10291175,chr12:10291075-10291175
chr14:71329940-71330706,SIPA1L1
chr14:71329940-71330706,chr14:71329940-71330706
chr11:111414228-111414955,POU2AF1
chr11:111414228-111414955,chr11:111414228-111414955
chr13:28466779-28469012,FLT1
chr13:28466779-28469012,chr13:28466779-28469012
chr2:156496011-156496409,GPD2
chr2:156496011-156496409,chr2:156496011-156496409
LST1,chr6:31584548-31589861
LST1,LST1
chr5:159034527-159034897,EBF1
chr5:159034527-159034897,chr5:159034527-159034897
chr2:101012612-101013084,TBC1D8
chr2:101012612-101013084,chr2:101012612-101013084
chr6:13194847-13195312,PHACTR1
chr6:13194847-13195312,chr6:13194847-13195312
chr9:112549250-112549595,KIAA1958
chr9:112549250-112549595,chr9:112549250-112549595
chr1:65820986-65821850,PDE4B
chr1:65820986-65821850,chr1:65820986-65821850
chr2:134460547-134460887,TMEM163
chr2:134460547-134460887,chr2:134460547-134460887
chr13:110555628-110556435,RAB20
chr13:110555628-110556435,chr13:110555628-110556435
chr3:121545209-121547482,POLQ
chr3:121545209-121547482,chr3:121545209-121547482
chr6:123802575-123802946,NKAIN2
chr6:123802575-123802946,chr6:123802575-123802946
chr1:198907153-198907701,MIR181A1HG
chr1:198907153-198907701,chr1:198907153-198907701
chr2:144890815-144891166,TEX41
chr2:144890815-144891166,chr2:144890815-144891166
chr12:9950813-9951871,CLEC12A
chr12:9950813-9951871,chr12:9950813-9951871
chr16:79083937-79084324,WWOX
chr16:79083937-79084324,chr16:79083937-79084324
chr2:96333599-96337535,NCAPH
chr2:96333599-96337535,chr2:96333599-96337535
chr8:52294078-52294997,ST18
chr8:52294078-52294997,chr8:52294078-52294997
chr12:62123712-62124001,TAFA2
chr12:62123712-62124001,chr12:62123712-62124001
chr20:53070682-53070913,TSHZ2
chr20:53070682-53070913,chr20:53070682-53070913
chr9:87579974-87580513,DAPK1
chr9:87579974-87580513,chr9:87579974-87580513
chr15:60526204-60526746,RORA
chr15:60526204-60526746,chr15:60526204-60526746
chr20:8393444-8394895,PLCB1
chr20:8393444-8394895,chr20:8393444-8394895
LINC01505,chr9:106309003-106309433
LINC01505,chr9:106310727-106311292
LINC01505,LINC01505
PLCL1,chr2:197802899-197803424
PLCL1,chr2:197803990-197806614
PLCL1,chr2:197807384-197807507
PLCL1,chr2:197809011-197810394
PLCL1,chr2:197813123-197813524
PLCL1,chr2:197821509-197821828
PLCL1,chr2:197837781-197839700
PLCL1,chr2:197842471-197842859
PLCL1,chr2:197847594-197848507
PLCL1,chr2:197857692-197858164
PLCL1,chr2:197868367-197868486
PLCL1,chr2:197869309-197870584
PLCL1,chr2:197888359-197889631
PLCL1,chr2:197891719-197892390
PLCL1,chr2:197893766-197894187
PLCL1,chr2:197894878-197895168
PLCL1,chr2:197904400-197904834
PLCL1,chr2:197915861-197916153
PLCL1,chr2:197934200-197935341
PLCL1,chr2:197954211-197954786
PLCL1,chr2:197996675-197996915
PLCL1,chr2:198005166-198005670
PLCL1,chr2:198042068-198042657
PLCL1,chr2:198054328-198054661
PLCL1,chr2:198106535-198107339
PLCL1,chr2:198127640-198128016
PLCL1,chr2:198296621-198297105
PLCL1,chr2:198326308-198326888
PLCL1,PLCL1
chr15:49985996-49986236,ATP8B4
chr15:49985996-49986236,chr15:49985996-49986236
chr2:109174189-109174546,SH3RF3
chr2:109174189-109174546,chr2:109174189-109174546
chr4:158783724-158784282,FNIP2
chr4:158783724-158784282,chr4:158783724-158784282
chr4:40553861-40555541,RBM47
chr4:40553861-40555541,chr4:40553861-40555541
chr17:54993064-54993450,STXBP4
chr17:54993064-54993450,chr17:54993064-54993450
PKIG,chr20:44531118-44533579
PKIG,chr20:44536090-44536784
PKIG,chr20:44542913-44543192
PKIG,chr20:44571382-44571779
PKIG,chr20:44572818-44573132
PKIG,chr20:44576132-44577628
PKIG,chr20:44579432-44580354
PKIG,chr20:44582293-44582803
PKIG,chr20:44583939-44588005
PKIG,chr20:44591419-44591599
PKIG,chr20:44593746-44594138
PKIG,chr20:44594765-44595078
PKIG,chr20:44596894-44597224
PKIG,chr20:44597746-44599285
PKIG,chr20:44601979-44602023
PKIG,chr20:44604579-44604973
PKIG,chr20:44609375-44611687
PKIG,chr20:44614679-44616423
PKIG,chr20:44617264-44618897
PKIG,PKIG
chr15:33148131-33148824,FMN1
chr15:33148131-33148824,chr15:33148131-33148824
chr4:15399939-15401926,AC098829.1
chr4:15399939-15401926,chr4:15399939-15401926
chr7:120991054-120991254,CPED1
chr7:120991054-120991254,chr7:120991054-120991254
chr10:87735252-87735592,PAPSS2
chr10:87735252-87735592,chr10:87735252-87735592
chr15:32861666-32862232,FMN1
chr15:32861666-32862232,chr15:32861666-32862232
ACTB,chr7:5520482-5534325
ACTB,chr7:5537805-5539596
ACTB,chr7:5540828-5542377
ACTB,chr7:5545521-5545682
ACTB,chr7:5546629-5546905
ACTB,chr7:5549235-5549839
ACTB,chr7:5550808-5551709
ACTB,chr7:5552896-5553592
ACTB,chr7:5554210-5560002
ACTB,chr7:5561716-5564315
ACTB,ACTB
chr2:207480576-207481967,AC009226.1
chr2:207480576-207481967,chr2:207480576-207481967
chr3:8417317-8417773,LMCD1-AS1
chr3:8417317-8417773,chr3:8417317-8417773
AC083837.1,chr8:78804190-78805806
AC083837.1,chr8:78806702-78807028
AC083837.1,chr8:78854262-78854420
AC083837.1,chr8:78857373-78858111
AC083837.1,chr8:78859073-78859251
AC083837.1,AC083837.1
chr4:108062325-108062554,LEF1
chr4:108062325-108062554,chr4:108062325-108062554
chr8:24913513-24914060,AC120193.1
chr8:24913513-24914060,chr8:24913513-24914060
chrX:64975377-64976949,ZC4H2
chrX:64975377-64976949,chrX:64975377-64976949
chr15:59371536-59373262,MYO1E
chr15:59371536-59373262,chr15:59371536-59373262
chr10:113163679-113164020,TCF7L2
chr10:113163679-113164020,chr10:113163679-113164020
chr2:11858846-11859260,MIR3681HG
chr2:11858846-11859260,chr2:11858846-11859260
chr2:179251136-179251453,SESTD1
chr2:179251136-179251453,chr2:179251136-179251453
chr1:212070674-212071146,DTL
chr1:212070674-212071146,chr1:212070674-212071146
chr7:75614225-75615397,HIP1
chr7:75614225-75615397,chr7:75614225-75615397
SRPX,SRPX
chr1:66265877-66266245,PDE4B
chr1:66265877-66266245,chr1:66265877-66266245
chr4:81629345-81629758,RASGEF1B
chr4:81629345-81629758,chr4:81629345-81629758
chr8:120069916-120070280,COL14A1
chr8:120069916-120070280,chr8:120069916-120070280
chr21:33066554-33066639,AP000282.1
chr21:33066554-33066639,chr21:33066554-33066639
chr6:150622557-150623848,PLEKHG1
chr6:150622557-150623848,chr6:150622557-150623848
chr14:92456400-92457139,SLC24A4
chr14:92456400-92457139,chr14:92456400-92457139
chr6:166441729-166442144,RPS6KA2
chr6:166441729-166442144,chr6:166441729-166442144
chr9:73151141-73177008,ANXA1
chr9:73151141-73177008,chr9:73151141-73177008
chr16:10932766-10935101,CIITA
chr16:10932766-10935101,chr16:10932766-10935101
chrX:66014811-66017791,AL034397.3
chrX:66014811-66017791,chrX:66014811-66017791
LINC02397,chr12:92466309-92467502
LINC02397,chr12:92470519-92471066
LINC02397,chr12:92471597-92471882
LINC02397,chr12:92485602-92485781
LINC02397,chr12:92488639-92489265
LINC02397,LINC02397
chr16:57590578-57593571,ADGRG5
chr16:57590578-57593571,chr16:57590578-57593571
chr21:33025539-33029603,AP000282.1
chr21:33025539-33029603,chr21:33025539-33029603
chr2:207498393-207503758,AC009226.1
chr2:207498393-207503758,chr2:207498393-207503758
AC007100.1,chr2:59301774-59302220
AC007100.1,chr2:59414253-59414470
AC007100.1,chr2:59594722-59595036
AC007100.1,chr2:59726145-59727042
AC007100.1,chr2:59885470-59885948
AC007100.1,chr2:59886808-59887103
AC007100.1,chr2:59887723-59888547
AC007100.1,AC007100.1
chr19:35323295-35324892,CD22
chr19:35323295-35324892,chr19:35323295-35324892
chr15:90039959-90040417,ZNF710
chr15:90039959-90040417,chr15:90039959-90040417
chrX:11532993-11533642,ARHGAP6
chrX:11532993-11533642,chrX:11532993-11533642
PILRA,chr7:100364953-100375457
PILRA,chr7:100375968-100376408
PILRA,chr7:100378138-100380893
PILRA,chr7:100381676-100383521
PILRA,chr7:100384470-100385133
PILRA,chr7:100393073-100394089
PILRA,chr7:100396085-100399075
PILRA,PILRA
chr16:78768702-78769150,WWOX
chr16:78768702-78769150,chr16:78768702-78769150
chr4:15378312-15378355,AC098829.1
chr4:15378312-15378355,chr4:15378312-15378355
chr1:107140973-107141635,NTNG1
chr1:107140973-107141635,chr1:107140973-107141635
chr2:65052775-65053866,LINC02245
chr2:65052775-65053866,chr2:65052775-65053866
IL1B,chr2:112826983-112837569
IL1B,IL1B
chr15:28890196-28891618,APBA2
chr15:28890196-28891618,chr15:28890196-28891618
chr5:143228951-143230664,ARHGAP26
chr5:143228951-143230664,chr5:143228951-143230664
chr8:37889495-37904767,RAB11FIP1
chr8:37889495-37904767,chr8:37889495-37904767
chr11:72962055-72962468,FCHSD2
chr11:72962055-72962468,chr11:72962055-72962468
PSCA,chr8:142668957-142670798
PSCA,chr8:142676130-142676433
PSCA,chr8:142681786-142682252
PSCA,PSCA
chr1:42462379-42464254,CCDC30
chr1:42462379-42464254,chr1:42462379-42464254
TPD52,chr8:80038078-80038580
TPD52,chr8:80043403-80044207
TPD52,chr8:80052461-80052838
TPD52,chr8:80054829-80055592
TPD52,chr8:80067093-80067526
TPD52,chr8:80075608-80076090
TPD52,chr8:80079119-80079137
TPD52,chr8:80084118-80085831
TPD52,chr8:80091555-80092056
TPD52,chr8:80099552-80100689
TPD52,chr8:80102147-80102152
TPD52,chr8:80102847-80104335
TPD52,chr8:80121053-80123329
TPD52,chr8:80138351-80141251
TPD52,chr8:80146771-80147819
TPD52,chr8:80158484-80158562
TPD52,chr8:80161939-80162329
TPD52,chr8:80168006-80168083
TPD52,chr8:80170616-80172088
TPD52,chr8:80230347-80231431
TPD52,TPD52
chr8:47541941-47542412,SPIDR
chr8:47541941-47542412,chr8:47541941-47542412
NR4A3,chr9:99818440-99830419
NR4A3,chr9:99831147-99831352
NR4A3,chr9:99833727-99834100
NR4A3,chr9:99834747-99834758
NR4A3,chr9:99835311-99835691
NR4A3,chr9:99850988-99851955
NR4A3,NR4A3
chr10:72886981-72887468,MCU
chr10:72886981-72887468,chr10:72886981-72887468
chr12:38903590-38903891,CPNE8
chr12:38903590-38903891,chr12:38903590-38903891
chr2:40477366-40478055,SLC8A1
chr2:40477366-40478055,chr2:40477366-40478055
chr2:33475329-33478581,RASGRP3
chr2:33475329-33478581,chr2:33475329-33478581
chr17:58629240-58629441,TEX14
chr17:58629240-58629441,chr17:58629240-58629441
chr1:156084358-156084622,LMNA
chr1:156084358-156084622,chr1:156084358-156084622
PPARG,chr3:12287379-12289067
PPARG,chr3:12303478-12304465
PPARG,chr3:12323236-12323653
PPARG,chr3:12325387-12326428
PPARG,chr3:12328519-12329016
PPARG,chr3:12336057-12336564
PPARG,chr3:12345131-12345412
PPARG,chr3:12350102-12351601
PPARG,chr3:12353590-12355048
PPARG,chr3:12356849-12357503
PPARG,chr3:12393747-12396029
PPARG,chr3:12399195-12399596
PPARG,chr3:12405620-12406180
PPARG,chr3:12413825-12414271
PPARG,chr3:12427526-12427971
PPARG,PPARG
chr4:70678366-70678764,AC009570.2
chr4:70678366-70678764,JCHAIN
chr4:70678366-70678764,chr4:70678366-70678764
chr4:108140127-108140858,LEF1
chr4:108140127-108140858,chr4:108140127-108140858
chr4:142386405-142386914,INPP4B
chr4:142386405-142386914,chr4:142386405-142386914
chr4:40534787-40535180,RBM47
chr4:40534787-40535180,chr4:40534787-40535180
chr1:66347855-66348150,PDE4B
chr1:66347855-66348150,chr1:66347855-66348150
chr1:64527161-64527608,CACHD1
chr1:64527161-64527608,chr1:64527161-64527608
chr15:35545210-35547024,DPH6
chr15:35545210-35547024,DPH6-DT
chr15:35545210-35547024,chr15:35545210-35547024
chr12:15757906-15758200,EPS8
chr12:15757906-15758200,chr12:15757906-15758200
chr13:51642932-51647389,WDFY2
chr13:51642932-51647389,chr13:51642932-51647389
chr15:59121891-59121993,CCNB2
chr15:59121891-59121993,chr15:59121891-59121993
chr20:57705235-57711810,PMEPA1
chr20:57705235-57711810,chr20:57705235-57711810
chr10:19961427-19961806,PLXDC2
chr10:19961427-19961806,chr10:19961427-19961806
chr1:184930545-184931097,NIBAN1
chr1:184930545-184931097,chr1:184930545-184931097
chr11:47591968-47592603,C1QTNF4
chr11:47591968-47592603,chr11:47591968-47592603
ALOX5AP,chr13:30712527-30715621
ALOX5AP,chr13:30717817-30717844
ALOX5AP,chr13:30718599-30719736
ALOX5AP,chr13:30720309-30721324
ALOX5AP,chr13:30722032-30722387
ALOX5AP,chr13:30730559-30730583
ALOX5AP,chr13:30731806-30731820
ALOX5AP,chr13:30734207-30741445
ALOX5AP,chr13:30742836-30745093
ALOX5AP,chr13:30745731-30746637
ALOX5AP,chr13:30747756-30748318
ALOX5AP,ALOX5AP
chr3:124928599-124928997,MUC13
chr3:124928599-124928997,chr3:124928599-124928997
chr20:35523335-35523700,C20orf173
chr20:35523335-35523700,chr20:35523335-35523700
chr12:92488639-92489265,LINC02397
chr12:92488639-92489265,chr12:92488639-92489265
chr19:7251551-7251846,INSR
chr19:7251551-7251846,chr19:7251551-7251846
chr15:60572556-60575388,RORA
chr15:60572556-60575388,chr15:60572556-60575388
SEL1L3,chr4:25760456-25760995
SEL1L3,chr4:25814472-25814940
SEL1L3,chr4:25842133-25842870
SEL1L3,chr4:25843577-25844228
SEL1L3,chr4:25844885-25845479
SEL1L3,chr4:25854722-25855579
SEL1L3,chr4:25856672-25857816
SEL1L3,chr4:25859016-25864828
SEL1L3,SEL1L3
ACSL1,chr4:184761789-184763785
ACSL1,chr4:184777997-184778724
ACSL1,chr4:184781698-184783610
ACSL1,chr4:184792675-184793829
ACSL1,chr4:184799972-184800399
ACSL1,chr4:184805381-184806353
ACSL1,chr4:184810540-184815887
ACSL1,chr4:184816907-184821648
ACSL1,chr4:184822439-184827651
ACSL1,ACSL1
chr1:184866696-184868325,NIBAN1
chr1:184866696-184868325,chr1:184866696-184868325
chr20:57679955-57681859,PMEPA1
chr20:57679955-57681859,chr20:57679955-57681859
chr1:210597729-210598579,HHAT
chr1:210597729-210598579,chr1:210597729-210598579
chr10:128011100-128012116,PTPRE
chr10:128011100-128012116,chr10:128011100-128012116
UBE2E2,chr3:23202181-23204329
UBE2E2,chr3:23210051-23210503
UBE2E2,chr3:23220957-23221899
UBE2E2,chr3:23254813-23255320
UBE2E2,chr3:23324666-23325791
UBE2E2,chr3:23329743-23330076
UBE2E2,chr3:23341344-23341862
UBE2E2,chr3:23402730-23403673
UBE2E2,chr3:23440375-23440781
UBE2E2,chr3:23442580-23443258
UBE2E2,chr3:23455149-23455403
UBE2E2,chr3:23457813-23457997
UBE2E2,UBE2E2
chr10:11587784-11588099,USP6NL
chr10:11587784-11588099,chr10:11587784-11588099
chr10:103564800-103565208,NEURL1
chr10:103564800-103565208,chr10:103564800-103565208
chr18:32531111-32531692,AC025887.2
chr18:32531111-32531692,chr18:32531111-32531692
chr12:77064864-77066367,E2F7
chr12:77064864-77066367,chr12:77064864-77066367
chr2:38830530-38831257,DHX57
chr2:38830530-38831257,chr2:38830530-38831257
chr2:106536633-106538358,AC108868.1
chr2:106536633-106538358,chr2:106536633-106538358
chr14:65281791-65283405,AL355076.2
chr14:65281791-65283405,chr14:65281791-65283405
chr15:60588971-60593566,RORA
chr15:60588971-60593566,chr15:60588971-60593566
chr1:70132927-70133328,LRRC7
chr1:70132927-70133328,chr1:70132927-70133328
chr3:189041283-189042040,TPRG1
chr3:189041283-189042040,chr3:189041283-189042040
chr2:151915584-151916091,CACNB4
chr2:151915584-151916091,chr2:151915584-151916091
chr2:54942205-54942968,EML6
chr2:54942205-54942968,chr2:54942205-54942968
chr11:61904505-61904957,RAB3IL1
chr11:61904505-61904957,chr11:61904505-61904957
chr9:87725578-87726821,CTSL
chr9:87725578-87726821,chr9:87725578-87726821
chr16:21278069-21278588,CRYM
chr16:21278069-21278588,chr16:21278069-21278588
chr14:88189314-88189705,KCNK10
chr14:88189314-88189705,chr14:88189314-88189705
chr5:59760012-59760038,PDE4D
chr5:59760012-59760038,chr5:59760012-59760038
chr6:6556498-6557377,LY86-AS1
chr6:6556498-6557377,chr6:6556498-6557377
chr12:65823001-65823059,HMGA2
chr12:65823001-65823059,chr12:65823001-65823059
chr17:10028082-10028907,GAS7
chr17:10028082-10028907,chr17:10028082-10028907
chr11:9681586-9682360,SWAP70
chr11:9681586-9682360,chr11:9681586-9682360
chr12:46469921-46470588,AC008014.1
chr12:46469921-46470588,chr12:46469921-46470588
chr13:109700162-109700502,AL163541.1
chr13:109700162-109700502,chr13:109700162-109700502
chr17:55090151-55090607,STXBP4
chr17:55090151-55090607,chr17:55090151-55090607
chr4:139898129-139898826,MAML3
chr4:139898129-139898826,chr4:139898129-139898826
chr10:126092355-126092900,ADAM12
chr10:126092355-126092900,chr10:126092355-126092900
chr5:17255191-17256333,BASP1
chr5:17255191-17256333,chr5:17255191-17256333
chr3:127821461-127821791,MGLL
chr3:127821461-127821791,chr3:127821461-127821791
chr10:33333654-33337270,NRP1
chr10:33333654-33337270,chr10:33333654-33337270
chr9:27341186-27341971,MOB3B
chr9:27341186-27341971,chr9:27341186-27341971
TRDC,TRDC
chr12:82845190-82846243,TMTC2
chr12:82845190-82846243,chr12:82845190-82846243
chr16:17173084-17173999,XYLT1
chr16:17173084-17173999,chr16:17173084-17173999
chr12:89683446-89683485,ATP2B1
chr12:89683446-89683485,chr12:89683446-89683485
chr3:167653196-167654255,WDR49
chr3:167653196-167654255,chr3:167653196-167654255
chr7:16929092-16929768,AHR
chr7:16929092-16929768,chr7:16929092-16929768
chr12:94175830-94176624,PLXNC1
chr12:94175830-94176624,chr12:94175830-94176624
chr17:27559183-27560246,KSR1
chr17:27559183-27560246,chr17:27559183-27560246
chr21:25561345-25564836,MIR155HG
chr21:25561345-25564836,chr21:25561345-25564836
PDGFD,chr11:104061877-104062210
PDGFD,chr11:104064490-104064841
PDGFD,chr11:104073802-104074449
PDGFD,chr11:104075695-104076317
PDGFD,chr11:104078276-104078400
PDGFD,chr11:104152916-104153351
PDGFD,chr11:104163619-104164565
PDGFD,PDGFD
chr6:166624325-166624731,RPS6KA2
chr6:166624325-166624731,chr6:166624325-166624731
chr19:6074639-6075134,RFX2
chr19:6074639-6075134,chr19:6074639-6075134
chr16:17461815-17462892,XYLT1
chr16:17461815-17462892,chr16:17461815-17462892
chr2:85592923-85593447,VAMP5
chr2:85592923-85593447,chr2:85592923-85593447
chr19:38134605-38134889,SIPA1L3
chr19:38134605-38134889,chr19:38134605-38134889
CLNK,chr4:10538022-10538366
CLNK,chr4:10554657-10555056
CLNK,chr4:10577043-10577437
CLNK,chr4:10583934-10584515
CLNK,chr4:10587624-10588089
CLNK,chr4:10589916-10590161
CLNK,chr4:10640319-10641190
CLNK,chr4:10671086-10672364
CLNK,chr4:10673907-10674197
CLNK,chr4:10678172-10678277
CLNK,chr4:10684637-10685099
CLNK,CLNK
chr3:69524784-69525208,FRMD4B
chr3:69524784-69525208,chr3:69524784-69525208
chr8:24297744-24298246,ADAM28
chr8:24297744-24298246,AC120193.1
chr8:24297744-24298246,chr8:24297744-24298246
chr13:50519876-50520317,DLEU1
chr13:50519876-50520317,chr13:50519876-50520317
chr8:104446347-104446955,DPYS
chr8:104446347-104446955,chr8:104446347-104446955
chr8:130340431-130341977,ASAP1
chr8:130340431-130341977,chr8:130340431-130341977
chr8:117044703-117045079,SLC30A8
chr8:117044703-117045079,chr8:117044703-117045079
chr18:46341922-46342468,RNF165
chr18:46341922-46342468,chr18:46341922-46342468
chr3:190532700-190533782,IL1RAP
chr3:190532700-190533782,chr3:190532700-190533782
chr15:92077280-92077973,SLCO3A1
chr15:92077280-92077973,chr15:92077280-92077973
chr11:107944057-107944339,RAB39A
chr11:107944057-107944339,chr11:107944057-107944339
TUBB6,chr18:12307095-12309269
TUBB6,chr18:12314595-12314878
TUBB6,chr18:12317534-12318717
TUBB6,chr18:12327764-12328318
TUBB6,TUBB6
chr1:9069179-9070132,SLC2A5
chr1:9069179-9070132,chr1:9069179-9070132
chr3:71982362-71983092,LINC00877
chr3:71982362-71983092,chr3:71982362-71983092
chr4:9990310-9990642,SLC2A9
chr4:9990310-9990642,chr4:9990310-9990642
chr12:31589636-31591908,DENND5B
chr12:31589636-31591908,chr12:31589636-31591908
chr7:101386803-101387143,COL26A1
chr7:101386803-101387143,chr7:101386803-101387143
chr17:21132292-21132887,DHRS7B
chr17:21132292-21132887,chr17:21132292-21132887
chr2:215737871-215738848,LINC00607
chr2:215737871-215738848,chr2:215737871-215738848
chr22:25048650-25049119,KIAA1671
chr22:25048650-25049119,chr22:25048650-25049119
chr15:38699562-38700141,LINC02694
chr15:38699562-38700141,chr15:38699562-38700141
chr7:106774720-106775097,LINC02577
chr7:106774720-106775097,chr7:106774720-106775097
F13A1,chr6:6271104-6271488
F13A1,chr6:6277467-6277805
F13A1,chr6:6284155-6284706
F13A1,chr6:6319869-6320900
F13A1,F13A1
chr13:50105807-50107937,DLEU2
chr13:50105807-50107937,DLEU1
chr13:50105807-50107937,chr13:50105807-50107937
chr16:73082475-73083127,ZFHX3
chr16:73082475-73083127,chr16:73082475-73083127
chr13:50224543-50224629,DLEU1
chr13:50224543-50224629,chr13:50224543-50224629
chr17:3673400-3673642,P2RX5
chr17:3673400-3673642,chr17:3673400-3673642
chr8:104338756-104340189,DPYS
chr8:104338756-104340189,chr8:104338756-104340189
chr14:98203357-98203882,AL163932.1
chr14:98203357-98203882,chr14:98203357-98203882
chr17:9987698-9988256,GAS7
chr17:9987698-9988256,chr17:9987698-9988256
chr1:98661438-98662104,SNX7
chr1:98661438-98662104,chr1:98661438-98662104
chr16:68445433-68445904,SMPD3
chr16:68445433-68445904,chr16:68445433-68445904
SYN3,chr22:32529020-32529284
SYN3,chr22:32644214-32645159
SYN3,chr22:32660270-32660575
SYN3,chr22:32712733-32713105
SYN3,chr22:32723350-32724221
SYN3,chr22:32764753-32765089
SYN3,chr22:32796959-32797328
SYN3,chr22:32881035-32882390
SYN3,chr22:33058218-33058574
SYN3,SYN3
chr15:58472800-58474264,ALDH1A2
chr15:58472800-58474264,chr15:58472800-58474264
chr13:33110699-33111580,STARD13
chr13:33110699-33111580,chr13:33110699-33111580
chr3:196159719-196160687,LINC00885
chr3:196159719-196160687,chr3:196159719-196160687
chr4:47972141-47972604,NIPAL1
chr4:47972141-47972604,chr4:47972141-47972604
chr4:156968457-156969119,PDGFC
chr4:156968457-156969119,chr4:156968457-156969119
chr16:56872816-56873287,SLC12A3
chr16:56872816-56873287,chr16:56872816-56873287
chr8:71829528-71829600,MSC-AS1
chr8:71829528-71829600,chr8:71829528-71829600
chr2:100042528-100042986,AFF3
chr2:100042528-100042986,chr2:100042528-100042986
BTNL9,chr5:181051058-181051196
BTNL9,chr5:181052652-181053429
BTNL9,BTNL9
chr17:32507613-32507953,MYO1D
chr17:32507613-32507953,chr17:32507613-32507953
chr4:89243266-89244120,GPRIN3
chr4:89243266-89244120,chr4:89243266-89244120
chr3:31947882-31947920,OSBPL10
chr3:31947882-31947920,chr3:31947882-31947920
chr14:98184962-98185929,AL163932.1
chr14:98184962-98185929,chr14:98184962-98185929
chr3:60047320-60049261,FHIT
chr3:60047320-60049261,chr3:60047320-60049261
chr3:69197801-69200756,FRMD4B
chr3:69197801-69200756,chr3:69197801-69200756
chr5:66828259-66829497,MAST4
chr5:66828259-66829497,chr5:66828259-66829497
chr1:214628068-214628638,CENPF
chr1:214628068-214628638,chr1:214628068-214628638
chr8:80043403-80044207,TPD52
chr8:80043403-80044207,chr8:80043403-80044207
chr14:22420518-22420972,AC244502.1
chr14:22420518-22420972,chr14:22420518-22420972
chr12:107337303-107337662,BTBD11
chr12:107337303-107337662,chr12:107337303-107337662
chr14:105586115-105586522,IGHA2
chr14:105586115-105586522,chr14:105586115-105586522
chr13:28324144-28324647,FLT1
chr13:28324144-28324647,chr13:28324144-28324647
chr1:184947558-184947849,NIBAN1
chr1:184947558-184947849,chr1:184947558-184947849
chr15:33125896-33127001,FMN1
chr15:33125896-33127001,chr15:33125896-33127001
chr7:75729714-75730463,HIP1
chr7:75729714-75730463,chr7:75729714-75730463
LINC02391,chr12:92275434-92275863
LINC02391,chr12:92297198-92298750
LINC02391,chr12:92300668-92301715
LINC02391,chr12:92332625-92332694
LINC02391,chr12:92340474-92341704
LINC02391,chr12:92356467-92356655
LINC02391,chr12:92360230-92361218
LINC02391,chr12:92362591-92364896
LINC02391,LINC02391
